key,kind,title,description,url,pub_date,duration,item_count,image_url,image_srcset,image_placeholder_color,categories,rank,bookmarked,progress,viewed_at,completed,in_progress
40,lesson,What's New in Python 3.14 › What's New in Python 3.14 (Overview),"Course lesson from: ""What's New in Python 3.14""",/videos/whats-new-python-314-overview/,2025-10-07T14:00:00+00:00,84.0,,https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 1920w",#e5c6aa,"['intermediate', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
41,lesson,What's New in Python 3.14 › Exploring REPL Features,"Course lesson from: ""What's New in Python 3.14""",/videos/exploring-repl-features/,2025-10-07T14:00:00+00:00,351.0,,https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 1920w",#e5c6aa,"['intermediate', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
42,lesson,What's New in Python 3.14 › Dealing With Numbers,"Course lesson from: ""What's New in Python 3.14""",/lessons/dealing-with-numbers/,2025-10-07T14:00:00+00:00,338.0,,https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 1920w",#e5c6aa,"['intermediate', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
43,lesson,What's New in Python 3.14 › Adding Syntax,"Course lesson from: ""What's New in Python 3.14""",/lessons/adding-syntax/,2025-10-07T14:00:00+00:00,319.0,,https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 1920w",#e5c6aa,"['intermediate', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
44,lesson,What's New in Python 3.14 › Examining CPython Internals,"Course lesson from: ""What's New in Python 3.14""",/lessons/examining-cpython-internals/,2025-10-07T14:00:00+00:00,402.0,,https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 1920w",#e5c6aa,"['intermediate', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
45,lesson,What's New in Python 3.14 › What's New in Python 3.14 (Summary),"Course lesson from: ""What's New in Python 3.14""",/lessons/whats-new-python-314-summary/,2025-10-07T14:00:00+00:00,280.0,,https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-3.14-Cool-New-Features_Watermarked.1f256aff1d4b.jpg 1920w",#e5c6aa,"['intermediate', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
46,post,It's Almost Time for Python 3.14 and Other Python News,"The final release of Python 3.14 is almost here! Plus, there's Django 6.0 alpha, key PEP updates, PSF board results, and fresh Real Python resources.",/python-news-october-2025/,2025-10-06T14:00:00+00:00,509.508197,,https://files.realpython.com/media/Monthly-Python-News_Green_Watermarked.dfc38b44f855.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Monthly-Python-News_Green_Watermarked.dfc38b44f855.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Monthly-Python-News_Green_Watermarked.dfc38b44f855.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Monthly-Python-News_Green_Watermarked.dfc38b44f855.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Monthly-Python-News_Green_Watermarked.dfc38b44f855.jpg 1920w",#abe5b2,"['community', 'news']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
47,podcast,The Real Python Podcast – Episode #268: Advice on Beginning to Learn Python,"What's changed about learning Python over the last few years? What new techniques and updated advice should beginners have as they start their journey? This week on the show, Stephen Gruppetta and Martin Breuss return to discuss beginning to learn…",/podcasts/rpp/268/,2025-10-03T12:00:00+00:00,3131.0,,https://files.realpython.com/media/E_268_Podcast_Title.78c2fb03a862.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/E_268_Podcast_Title.78c2fb03a862.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/E_268_Podcast_Title.78c2fb03a862.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/E_268_Podcast_Title.78c2fb03a862.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/E_268_Podcast_Title.78c2fb03a862.jpg 1920w",#b9abe6,"['basics', 'ai', 'best-practices', 'projects']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
48,post,Python 3.14 Preview: Better Syntax Error Messages,"Python 3.14 includes ten improvements to error messages, which help you catch common coding mistakes and point you in the right direction.",/python314-error-messages/,2025-10-01T14:00:00+00:00,1583.278689,,https://files.realpython.com/media/Python-3.14-Preview-Better-Syntax-Error-Messages_Watarmarked.ac1b2c644591.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-3.14-Preview-Better-Syntax-Error-Messages_Watarmarked.ac1b2c644591.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-3.14-Preview-Better-Syntax-Error-Messages_Watarmarked.ac1b2c644591.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-3.14-Preview-Better-Syntax-Error-Messages_Watarmarked.ac1b2c644591.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-3.14-Preview-Better-Syntax-Error-Messages_Watarmarked.ac1b2c644591.jpg 1920w",#abe5b2,"['intermediate', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
49,quiz,Python MCP Server: Connect LLMs to Your Data,"Test your knowledge of Python MCP. Practice installation, tools, resources, transports, and how LLMs interact with MCP servers.",/quizzes/python-mcp/,2025-10-01T12:00:00+00:00,,,https://files.realpython.com/media/How-to-Properly-Indent-Your-Python-Code_Watermarked.24ef559fc78a.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/How-to-Properly-Indent-Your-Python-Code_Watermarked.24ef559fc78a.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/How-to-Properly-Indent-Your-Python-Code_Watermarked.24ef559fc78a.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/How-to-Properly-Indent-Your-Python-Code_Watermarked.24ef559fc78a.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/How-to-Properly-Indent-Your-Python-Code_Watermarked.24ef559fc78a.jpg 1920w",#abe0e6,['intermediate'],0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
50,quiz,Python 3.14 Preview: Better Syntax Error Messages,"Explore how Python 3.14 improves error messages with clearer explanations, actionable hints, and better debugging support for developers.",/quizzes/python314-error-messages/,2025-10-01T12:00:00+00:00,,,https://files.realpython.com/media/Python-3.14-Preview-Better-Syntax-Error-Messages_Watarmarked.ac1b2c644591.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-3.14-Preview-Better-Syntax-Error-Messages_Watarmarked.ac1b2c644591.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-3.14-Preview-Better-Syntax-Error-Messages_Watarmarked.ac1b2c644591.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-3.14-Preview-Better-Syntax-Error-Messages_Watarmarked.ac1b2c644591.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-3.14-Preview-Better-Syntax-Error-Messages_Watarmarked.ac1b2c644591.jpg 1920w",#abe5b2,"['basics', 'python']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
51,page,Become a Python Expert,"Level up your Python skills with this complete learning system. Expert-made tutorials, courses, quizzes, and more.",/start-here/,,,,https://files.realpython.com/media/real-python-video-courses-title-wide.daf71ae6460c.png,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/real-python-video-courses-title-wide.daf71ae6460c.png 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/real-python-video-courses-title-wide.daf71ae6460c.png 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/real-python-video-courses-title-wide.daf71ae6460c.png 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/real-python-video-courses-title-wide.daf71ae6460c.png 1920w",#abe0e5,[],0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
52,course,Modern Python Linting With Ruff,"Ruff is a blazing-fast, modern Python linter with a simple interface that can replace Pylint, isort, and Black—and it's rapidly becoming popular.",/courses/modern-python-linting-ruff/,2025-09-30T14:00:00+00:00,2040.0,,https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 1920w",#ff7e74,"['intermediate', 'devops', 'tools']",0.1,False,0.0,1970-01-01T00:00:01+00:00,False,False
53,lesson,Modern Python Linting With Ruff › Widening the Linting Scope,"Course lesson from: ""Modern Python Linting With Ruff""",/lessons/widening-linting-scope/,2025-09-30T14:00:00+00:00,252.0,,https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 1920w",#ff7e74,"['intermediate', 'devops', 'tools']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
54,lesson,Modern Python Linting With Ruff › Fixing Linting Errors Automatically,"Course lesson from: ""Modern Python Linting With Ruff""",/lessons/fixing-linting-errors-automatically/,2025-09-30T14:00:00+00:00,156.0,,https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 1920w",#ff7e74,"['intermediate', 'devops', 'tools']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
55,lesson,Modern Python Linting With Ruff › Installing Ruff,"Course lesson from: ""Modern Python Linting With Ruff""",/videos/installing-ruff/,2025-09-30T14:00:00+00:00,161.0,,https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 1920w",#ff7e74,"['intermediate', 'devops', 'tools']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
56,lesson,Modern Python Linting With Ruff › Modern Python Linting With Ruff (Summary),"Course lesson from: ""Modern Python Linting With Ruff""",/lessons/modern-python-linting-ruff-summary/,2025-09-30T14:00:00+00:00,102.0,,https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 1920w",#ff7e74,"['intermediate', 'devops', 'tools']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
57,lesson,Modern Python Linting With Ruff › Modern Python Linting With Ruff (Overview),"Course lesson from: ""Modern Python Linting With Ruff""",/videos/modern-python-linting-ruff-overview/,2025-09-30T14:00:00+00:00,107.0,,https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 1920w",#ff7e74,"['intermediate', 'devops', 'tools']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
58,lesson,Modern Python Linting With Ruff › Checking Your Code Continuously,"Course lesson from: ""Modern Python Linting With Ruff""",/lessons/checking-your-code-continuously/,2025-09-30T14:00:00+00:00,171.0,,https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 1920w",#ff7e74,"['intermediate', 'devops', 'tools']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
59,lesson,Modern Python Linting With Ruff › Linting Your Code,"Course lesson from: ""Modern Python Linting With Ruff""",/videos/linting-your-code/,2025-09-30T14:00:00+00:00,303.0,,https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 1920w",#ff7e74,"['intermediate', 'devops', 'tools']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
60,lesson,Modern Python Linting With Ruff › Configuring Ruff,"Course lesson from: ""Modern Python Linting With Ruff""",/lessons/configuring-ruff/,2025-09-30T14:00:00+00:00,198.0,,https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 1920w",#ff7e74,"['intermediate', 'devops', 'tools']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
61,lesson,Modern Python Linting With Ruff › Modern Python Linting With Ruff (Quiz),"Course lesson from: ""Modern Python Linting With Ruff""",/lessons/modern-python-linting-with-ruff-quiz/,2025-09-30T14:00:00+00:00,390.0,,https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 1920w",#ff7e74,"['intermediate', 'devops', 'tools']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
62,lesson,Modern Python Linting With Ruff › Formatting Code With Ruff,"Course lesson from: ""Modern Python Linting With Ruff""",/lessons/formatting-code-ruff/,2025-09-30T14:00:00+00:00,200.0,,https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 1920w",#ff7e74,"['intermediate', 'devops', 'tools']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
63,quiz,Modern Python Linting With Ruff,"Test your Ruff skills in a quick quiz. Practice installation checks, continuous linting, formatting, rule selection, auto-fixes, and config.",/quizzes/modern-python-linting-ruff/,2025-09-30T12:00:00+00:00,,,https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Showcase-Ruff-Linter_Watermarked.71e600eb11de.jpg 1920w",#ff7e74,"['intermediate', 'devops', 'tools']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
64,post,Astral's ty: A New Blazing-Fast Type Checker for Python,"Learn to use ty, an ultra-fast Python type checker written in Rust. Get setup instructions, run type checks, and fine-tune custom rules in personal projects.",/python-ty/,2025-09-29T14:00:00+00:00,1211.803279,,https://files.realpython.com/media/ty-A-Fast-Python-Type-Checker.5b9b718767ed.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/ty-A-Fast-Python-Type-Checker.5b9b718767ed.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/ty-A-Fast-Python-Type-Checker.5b9b718767ed.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/ty-A-Fast-Python-Type-Checker.5b9b718767ed.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/ty-A-Fast-Python-Type-Checker.5b9b718767ed.jpg 1920w",#e5c6aa,"['intermediate', 'tools']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
65,category,Python API Tutorials,"Learn to design, build, secure, and consume Python APIs with FastAPI, Flask, Django, Requests, OpenAPI, testing, Docker, and deployment tips.",/tutorials/api/,,,28.0,https://files.realpython.com/media/Python-API-Tutorials_Watermarked.2eee58334c19.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-API-Tutorials_Watermarked.2eee58334c19.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-API-Tutorials_Watermarked.2eee58334c19.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-API-Tutorials_Watermarked.2eee58334c19.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-API-Tutorials_Watermarked.2eee58334c19.jpg 1920w",#b9abe6,[],0.18,False,0.0,1970-01-01T00:00:01+00:00,False,False
66,category,Python Development Tools,"Pick your editor, manage venvs, use Git, run pytest, auto-fix code with Ruff. Add mypy, CI, packaging, and Docker to ship with confidence.",/tutorials/tools/,,,107.0,https://files.realpython.com/media/Python-Development-Tools_Watermarked.8c005a22c9d2.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-Development-Tools_Watermarked.8c005a22c9d2.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-Development-Tools_Watermarked.8c005a22c9d2.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-Development-Tools_Watermarked.8c005a22c9d2.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-Development-Tools_Watermarked.8c005a22c9d2.jpg 1920w",#abe0e6,[],0.18,False,0.0,1970-01-01T00:00:01+00:00,False,False
67,quiz,Astral's ty Type Checker for Python,"Test your knowledge of Astral's ty—a blazing-fast, Rust-powered Python type checker. You'll cover installation, usage, rule configuration, and the tool's current limitations.",/quizzes/python-ty/,2025-09-29T12:00:00+00:00,,,https://files.realpython.com/media/ty-A-Fast-Python-Type-Checker.5b9b718767ed.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/ty-A-Fast-Python-Type-Checker.5b9b718767ed.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/ty-A-Fast-Python-Type-Checker.5b9b718767ed.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/ty-A-Fast-Python-Type-Checker.5b9b718767ed.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/ty-A-Fast-Python-Type-Checker.5b9b718767ed.jpg 1920w",#e5c6aa,"['intermediate', 'tools']",0.0,False,0.0,1970-01-01T00:00:01+00:00,False,False
68,category,Python Best Practices,"Learn how to use Python features idiomatically and what sets Python apart from other languages. Discover how Python coding differs from other languages. This will help you write cleaner, more efficient, and more Pythonic code.",/tutorials/best-practices/,,,167.0,https://files.realpython.com/media/Python-Best-Practices_Watermarked.0d6bf5b46881.jpg,"/cdn-cgi/image/width=480,format=auto/https://files.realpython.com/media/Python-Best-Practices_Watermarked.0d6bf5b46881.jpg 480w, /cdn-cgi/image/width=640,format=auto/https://files.realpython.com/media/Python-Best-Practices_Watermarked.0d6bf5b46881.jpg 640w, /cdn-cgi/image/width=960,format=auto/https://files.realpython.com/media/Python-Best-Practices_Watermarked.0d6bf5b46881.jpg 960w, /cdn-cgi/image/width=1920,format=auto/https://files.realpython.com/media/Python-Best-Practices_Watermarked.0d6bf5b46881.jpg 1920w",#e5c5ac,[],0.18,False,0.0,1970-01-01T00:00:01+00:00,False,False
